CERT,label,NAME,CITY,PSTALP,fail_date,QBFASSET,region,size_bucket,n_filings
21132,Community Banks of Colorado (CO 2011),COMMUNITY BANKS OF COLORADO,GREENWOOD VILLAGE,CO,2011-10-21,1280964,West,$1B to $10B,20
57036,Community Capital Bank (GA 2011),COMMUNITY CAPITAL BANK,JONESBORO,GA,2011-10-21,165291,South,$100M to $1B,20
34392,Decatur First Bank (GA 2011),DECATUR FIRST BANK,DECATUR,GA,2011-10-21,184750,South,$100M to $1B,20
57537,Old Harbor Bank (FL 2011),OLD HARBOR BANK,CLEARWATER,FL,2011-10-21,209048,South,$100M to $1B,20
57759,all American Bank (IL 2011),ALL AMERICAN BANK,DES PLAINES,IL,2011-10-28,34800,Midwest,Under $100M,20
19397,"Mid City Bank, Inc. (NE 2011)","MID CITY BANK, INC.",OMAHA,NE,2011-11-04,106075,Midwest,$100M to $1B,20
57087,Sunfirst Bank (UT 2011),SUNFIRST BANK,SAINT GEORGE,UT,2011-11-04,198081,West,$100M to $1B,20
57860,Community Bank of Rockmart (GA 2011),COMMUNITY BANK OF ROCKMART,ROCKMART,GA,2011-11-10,62383,South,Under $100M,20
19657,Central Progressive Bank (LA 2011),CENTRAL PROGRESSIVE BANK,LACOMBE,LA,2011-11-18,383132,South,$100M to $1B,20
14194,Polk County Bank (IA 2011),POLK COUNTY BANK,JOHNSTON,IA,2011-11-18,91580,Midwest,Under $100M,20
58343,Premier Community Bank of the Emerald Coast (FL 2011),PREMIER COMMUNITY BANK OF THE EMERALD COAST,CRESTVIEW,FL,2011-12-16,125976,South,$100M to $1B,20
57917,Western National Bank (AZ 2011),WESTERN NATIONAL BANK,PHOENIX,AZ,2011-12-16,162872,West,$100M to $1B,20
31581,American Eagle Savings Bank (PA 2012),AMERICAN EAGLE SAVINGS BANK,BOOTHWYN,PA,2012-01-20,19259,Northeast,Under $100M,20
57186,Central Florida State Bank (FL 2012),CENTRAL FLORIDA STATE BANK,BELLEVIEW,FL,2012-01-20,71485,South,Under $100M,20
19252,The First State Bank (GA 2012),THE FIRST STATE BANK,STOCKBRIDGE,GA,2012-01-20,516760,South,$100M to $1B,20
19869,Bankeast (TN 2012),BANKEAST,KNOXVILLE,TN,2012-01-27,261947,South,$100M to $1B,20
16579,First Guaranty Bank and Trust Company of Jacksonville (FL 2012),FIRST GUARANTY BANK AND TRUST COMPANY OF JACKSONVILLE,JACKSONVILLE,FL,2012-01-27,397082,South,$100M to $1B,20
34823,Patriot Bank Minnesota (MN 2012),PATRIOT BANK MINNESOTA,FOREST LAKE,MN,2012-01-27,105029,Midwest,$100M to $1B,20
35296,Tennessee Commerce Bank (TN 2012),TENNESSEE COMMERCE BANK,FRANKLIN,TN,2012-01-27,1009154,South,$1B to $10B,20
23187,Charter National Bank and Trust (IL 2012),CHARTER NATIONAL BANK AND TRUST,HOFFMAN ESTATES,IL,2012-02-10,93894,Midwest,Under $100M,20
29761,Scb Bank (IN 2012),SCB BANK,SHELBYVILLE,IN,2012-02-10,182561,Midwest,$100M to $1B,20
5687,Central Bank of Georgia (GA 2012),CENTRAL BANK OF GEORGIA,ELLAVILLE,GA,2012-02-24,278860,South,$100M to $1B,20
29178,Home Savings of America (MN 2012),HOME SAVINGS OF AMERICA,LITTLE FALLS,MN,2012-02-24,434111,Midwest,$100M to $1B,20
34046,Global Commerce Bank (GA 2012),GLOBAL COMMERCE BANK,DORAVILLE,GA,2012-03-02,143678,South,$100M to $1B,20
57597,New City Bank (IL 2012),NEW CITY BANK,CHICAGO,IL,2012-03-09,71202,Midwest,Under $100M,20
58068,Convenant Bank & Trust (GA 2012),CONVENANT BANK & TRUST,ROCK SPRING,GA,2012-03-23,95725,South,Under $100M,20
35419,Premier Bank (IL 2012),PREMIER BANK,WILMETTE,IL,2012-03-23,268703,Midwest,$100M to $1B,20
33883,Fidelity Bank (MI 2012),FIDELITY BANK,DEARBORN,MI,2012-03-30,818237,Midwest,$100M to $1B,20
35527,"Fort Lee Federal Savings Bank, Fsb (NJ 2012)","FORT LEE FEDERAL SAVINGS BANK, FSB",FORT LEE,NJ,2012-04-20,48861,Northeast,Under $100M,20
26759,Bank of the Eastern Shore (MD 2012),BANK OF THE EASTERN SHORE,CAMBRIDGE,MD,2012-04-27,162460,South,$100M to $1B,20
57766,Harvest Bank of Maryland (MD 2012),HARVEST BANK OF MARYLAND,GAITHERSBURG,MD,2012-04-27,163019,South,$100M to $1B,20
31495,"Inter Savings Bank, Fsb d/b/a/ Interbank, Fsb (MN 2012)","INTER SAVINGS BANK, FSB D/B/A/ INTERBANK, FSB",MAPLE GROVE,MN,2012-04-27,463840,Midwest,$100M to $1B,20
23632,Palm Desert National Bank (CA 2012),PALM DESERT NATIONAL BANK,PALM DESERT,CA,2012-04-27,129253,West,$100M to $1B,20
32503,Plantation Federal Bank (SC 2012),PLANTATION FEDERAL BANK,PAWLEYS ISLAND,SC,2012-04-27,433512,South,$100M to $1B,20
23156,"Security Bank, National Association (FL 2012)","SECURITY BANK, NATIONAL ASSOCIATION",NORTH LAUDERDALE,FL,2012-05-04,101026,South,$100M to $1B,20
35224,"Alabama Trust Bank, National Association (AL 2012)","ALABAMA TRUST BANK, NATIONAL ASSOCIATION",SYLACAUGA,AL,2012-05-18,51553,South,Under $100M,20
35372,Carolina Federal Savings Bank (SC 2012),CAROLINA FEDERAL SAVINGS BANK,CHARLESTON,SC,2012-06-08,54373,South,Under $100M,20
9257,Farmers' and Traders' State Bank (IL 2012),FARMERS' AND TRADERS' STATE BANK,SHABBONA,IL,2012-06-08,43077,Midwest,Under $100M,20
416,First Capital Bank (OK 2012),FIRST CAPITAL BANK,KINGFISHER,OK,2012-06-08,44448,South,Under $100M,20
34515,Waccamaw Bank (NC 2012),WACCAMAW BANK,WHITEVILLE,NC,2012-06-08,533114,South,$100M to $1B,20
27405,Putnam State Bank (FL 2012),PUTNAM STATE BANK,PALATKA,FL,2012-06-15,169489,South,$100M to $1B,20
35299,Security Exchange Bank (GA 2012),SECURITY EXCHANGE BANK,MARIETTA,GA,2012-06-15,150962,South,$100M to $1B,20
1690,The Farmers Bank of Lynchburg (TN 2012),THE FARMERS BANK OF LYNCHBURG,LYNCHBURG,TN,2012-06-15,163859,South,$100M to $1B,20
19498,Montgomery Bank & Trust (GA 2012),MONTGOMERY BANK & TRUST,AILEY,GA,2012-07-06,153208,South,$100M to $1B,20
1056,Glasgow Savings Bank (MO 2012),GLASGOW SAVINGS BANK,GLASGOW,MO,2012-07-13,22341,Midwest,Under $100M,20
32711,First Cherokee State Bank (GA 2012),FIRST CHEROKEE STATE BANK,WOODSTOCK,GA,2012-07-20,209021,South,$100M to $1B,20
57847,Georgia Trust Bank (GA 2012),GEORGIA TRUST BANK,BUFORD,GA,2012-07-20,116890,South,$100M to $1B,20
1361,Heartland Bank (KS 2012),HEARTLAND BANK,LEAWOOD,KS,2012-07-20,96002,Midwest,Under $100M,20
27986,Second Federal Savings and Loan Association of Chicago (IL 2012),SECOND FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,CHICAGO,IL,2012-07-20,190891,Midwest,$100M to $1B,20
57096,The Royal Palm Bank of Florida (FL 2012),THE ROYAL PALM BANK OF FLORIDA,NAPLES,FL,2012-07-20,78771,South,Under $100M,20
16240,Jasper Banking Company (GA 2012),JASPER BANKING COMPANY,JASPER,GA,2012-07-27,206672,South,$100M to $1B,20
28243,Waukegan Savings Bank (IL 2012),WAUKEGAN SAVINGS BANK,WAUKEGAN,IL,2012-08-03,83679,Midwest,Under $100M,20
35246,First Commercial Bank (MN 2012),FIRST COMMERCIAL BANK,BLOOMINGTON,MN,2012-09-07,215867,Midwest,$100M to $1B,20
27316,Truman Bank (MO 2012),TRUMAN BANK,ST. LOUIS,MO,2012-09-14,282338,Midwest,$100M to $1B,20
20685,First United Bank (IL 2012),FIRST UNITED BANK,CRETE,IL,2012-09-28,328422,Midwest,$100M to $1B,20
19189,Excel Bank (MO 2012),EXCEL BANK,SEDALIA,MO,2012-10-19,186113,Midwest,$100M to $1B,20
28144,First East Side Savings Bank (FL 2012),FIRST EAST SIDE SAVINGS BANK,TAMARAC,FL,2012-10-19,65686,South,Under $100M,20
58073,Gulfsouth Private Bank (FL 2012),GULFSOUTH PRIVATE BANK,DESTIN,FL,2012-10-19,139391,South,$100M to $1B,20
27148,Nova Bank (PA 2012),NOVA BANK,BERWYN,PA,2012-10-26,444710,Northeast,$100M to $1B,20
3731,Citizens First National Bank (IL 2012),CITIZENS FIRST NATIONAL BANK,PRINCETON,IL,2012-11-02,923959,Midwest,$100M to $1B,20
35009,Heritage Bank of Florida (FL 2012),HERITAGE BANK OF FLORIDA,LUTZ,FL,2012-11-02,225477,South,$100M to $1B,20
57928,Hometown Communitybank (GA 2012),HOMETOWN COMMUNITYBANK,BRASELTON,GA,2012-11-16,124561,South,$100M to $1B,20
27331,Community Bank of the Ozarks (MO 2012),COMMUNITY BANK OF THE OZARKS,SUNRISE,MO,2012-12-14,42816,Midwest,Under $100M,20
33997,Westside Community Bank (WA 2013),WESTSIDE COMMUNITY BANK,UNIVERSITY PLACE,WA,2013-01-11,91935,West,Under $100M,20
57157,1st Regents Bank (MN 2013),1ST REGENTS BANK,ANDOVER,MN,2013-01-18,49626,Midwest,Under $100M,20
22476,Covenant Bank (IL 2013),COVENANT BANK,CHICAGO,IL,2013-02-15,58422,Midwest,Under $100M,20
16431,Frontier Bank (GA 2013),FRONTIER BANK,LAGRANGE,GA,2013-03-08,258840,South,$100M to $1B,20
58066,Gold Canyon Bank (AZ 2013),GOLD CANYON BANK,GOLD CANYON,AZ,2013-04-05,42125,West,Under $100M,20
58034,Chipola Community Bank (FL 2013),CHIPOLA COMMUNITY BANK,MARIANNA,FL,2013-04-19,37471,South,Under $100M,20
29594,First Federal Bank (KY 2013),FIRST FEDERAL BANK,LEXINGTON,KY,2013-04-19,92982,South,Under $100M,20
26680,Heritage Bank of North Florida (FL 2013),HERITAGE BANK OF NORTH FLORIDA,ORANGE PARK,FL,2013-04-19,103960,South,$100M to $1B,20
21649,Douglas County Bank (GA 2013),DOUGLAS COUNTY BANK,DOUGLASVILLE,GA,2013-04-26,317288,South,$100M to $1B,20
57158,Parkway Bank (NC 2013),PARKWAY BANK,LENOIR,NC,2013-04-26,109642,South,$100M to $1B,20
58701,Pisgah Community Bank (NC 2013),PISGAH COMMUNITY BANK,ASHEVILLE,NC,2013-05-10,21880,South,Under $100M,20
58185,Sunrise Bank (GA 2013),SUNRISE BANK,VALDOSTA,GA,2013-05-10,60793,South,Under $100M,20
34527,Central Arizona Bank (AZ 2013),CENTRAL ARIZONA BANK,SCOTTSDALE,AZ,2013-05-14,31550,West,Under $100M,20
35386,Banks of Wisconsin (WI 2013),BANKS OF WISCONSIN,KENOSHA,WI,2013-05-31,134024,Midwest,$100M to $1B,20
58358,1st Commerce Bank (NV 2013),1st COMMERCE BANK,NORTH LAS VEGAS,NV,2013-06-06,20152,West,Under $100M,20
34789,Mountain National Bank (TN 2013),MOUNTAIN NATIONAL BANK,SEVIERVILLE,TN,2013-06-07,437282,South,$100M to $1B,20
34943,First Community Bank of Southwest Florida (FL 2013),FIRST COMMUNITY BANK OF SOUTHWEST FLORIDA,FORT MYERS,FL,2013-08-02,247315,South,$100M to $1B,20
35016,Bank of Wausau (WI 2013),BANK OF WAUSAU,WAUSAU,WI,2013-08-09,43564,Midwest,Under $100M,20
19849,Community South Bank (TN 2013),COMMUNITY SOUTH BANK,PARSONS,TN,2013-08-23,386908,South,$100M to $1B,20
34707,Sunrise Bank of Arizona (AZ 2013),SUNRISE BANK OF ARIZONA,PHOENIX,AZ,2013-08-23,202179,West,$100M to $1B,20
14318,First National Bank (TX 2013),FIRST NATIONAL BANK,EDINBURG,TX,2013-09-13,3085764,South,$1B to $10B,20
57041,The Community's Bank (CT 2013),THE COMMUNITY'S BANK,BRIDGEPORT,CT,2013-09-13,26368,Northeast,Under $100M,20
14794,Bank of Jackson County (FL 2013),BANK OF JACKSON COUNTY,GRACEVILLE,FL,2013-10-30,24724,South,Under $100M,20
57431,"Texas Community Bank, National Association (TX 2013)","TEXAS COMMUNITY BANK, NATIONAL ASSOCIATION",THE WOODLANDS,TX,2013-12-13,159257,South,$100M to $1B,20
5732,Dupage National Bank (IL 2014),DUPAGE NATIONAL BANK,WEST CHICAGO,IL,2014-01-17,53524,Midwest,Under $100M,20
17967,The  Bank of Union (OK 2014),THE  BANK OF UNION,EL RENO,OK,2014-01-24,317172,South,$100M to $1B,20
34296,Syringa Bank (ID 2014),SYRINGA BANK,BOISE,ID,2014-01-31,153361,West,$100M to $1B,20
35096,"Millennium Bank, National Association (VA 2014)","MILLENNIUM BANK, NATIONAL ASSOCIATION",STERLING,VA,2014-02-28,130305,South,$100M to $1B,20
58531,Vantage Point Bank (PA 2014),VANTAGE POINT BANK,HORSHAM,PA,2014-02-28,63453,Northeast,Under $100M,20
15062,Allendale County Bank (SC 2014),ALLENDALE COUNTY BANK,FAIRFAX,SC,2014-04-25,49498,South,Under $100M,20
57866,Aztecamerica Bank (IL 2014),AZTECAMERICA BANK,BERWYN,IL,2014-05-16,66309,Midwest,Under $100M,20
32284,Columbia Savings Bank (OH 2014),COLUMBIA SAVINGS BANK,CINCINNATI,OH,2014-05-23,36484,Midwest,Under $100M,20
32368,Slavie Federal Savings Bank (MD 2014),SLAVIE FEDERAL SAVINGS BANK,BEL AIR,MD,2014-05-30,140063,South,$100M to $1B,20
10450,Valley Bank (IL 2014),VALLEY BANK,MOLINE,IL,2014-06-20,456442,Midwest,$100M to $1B,20
21793,Valley Bank (FL 2014),VALLEY BANK,FORT LAUDERDALE,FL,2014-06-20,81843,South,Under $100M,20
12483,The Freedom State Bank (OK 2014),THE FREEDOM STATE BANK,FREEDOM,OK,2014-06-27,22816,South,Under $100M,20
58125,Eastside Commercial Bank (GA 2014),EASTSIDE COMMERCIAL BANK,CONYERS,GA,2014-07-18,173946,South,$100M to $1B,20
28462,"Greenchoice Bank, Fsb (IL 2014)","GREENCHOICE BANK, FSB",CHICAGO,IL,2014-07-25,70286,Midwest,Under $100M,20
4862,Nbrs Financial Bank (MD 2014),NBRS FINANCIAL BANK,RISING SUN,MD,2014-10-17,155353,South,$100M to $1B,20
916,The National Republic Bank of Chicago (IL 2014),THE NATIONAL REPUBLIC BANK OF CHICAGO,CHICAGO,IL,2014-10-24,843118,Midwest,$100M to $1B,20
34738,"Frontier Bank, Fsb (CA 2014)","FRONTIER BANK, FSB",PALM DESERT,CA,2014-11-07,80736,West,Under $100M,20
34983,Northern Star Bank (MN 2014),NORTHERN STAR BANK,MANKATO,MN,2014-12-19,18794,Midwest,Under $100M,20
17557,First National Bank of Crestview (FL 2015),FIRST NATIONAL BANK OF CRESTVIEW,CRESTVIEW,FL,2015-01-16,73804,South,Under $100M,20
20290,Highland Community Bank (IL 2015),HIGHLAND COMMUNITY BANK,CHICAGO,IL,2015-01-23,54727,Midwest,Under $100M,20
33938,Capitol City Bank & Trust Company (GA 2015),CAPITOL CITY BANK & TRUST COMPANY,ATLANTA,GA,2015-02-13,272311,South,$100M to $1B,20
32102,Doral Bank (PR 2015),DORAL BANK,SAN JUAN,PR,2015-02-27,5898515,South,$1B to $10B,20
57772,Edgebrook Bank (IL 2015),EDGEBROOK BANK,CHICAGO,IL,2015-05-08,90034,Midwest,Under $100M,20
34112,Premier Bank (CO 2015),PREMIER BANK,DENVER,CO,2015-07-10,26760,West,Under $100M,20
35156,Hometown National Bank (WA 2015),HOMETOWN NATIONAL BANK,LONGVIEW,WA,2015-10-02,3785,West,Under $100M,20
35259,The Bank of Georgia (GA 2015),THE BANK OF GEORGIA,PEACHTREE CITY,GA,2015-10-02,286102,South,$100M to $1B,20
20364,North Milwaukee State Bank (WI 2016),NORTH MILWAUKEE STATE BANK,MILWAUKEE,WI,2016-03-11,67115,Midwest,Under $100M,20
9956,Trust Company Bank (TN 2016),TRUST COMPANY BANK,MEMPHIS,TN,2016-04-29,18998,South,Under $100M,20
35312,First Cornerstone Bank (PA 2016),FIRST CORNERSTONE BANK,KING OF PRUSSIA,PA,2016-05-06,103307,Northeast,$100M to $1B,20
11297,The Woodbury Banking Company (GA 2016),THE WOODBURY BANKING COMPANY,WOODBURY,GA,2016-08-19,21426,South,Under $100M,20
91,Allied Bank (AR 2016),ALLIED BANK,MULBERRY,AR,2016-09-23,66336,South,Under $100M,20
34951,Harvest Community Bank (NJ 2017),HARVEST COMMUNITY BANK,PENNSVILLE,NJ,2017-01-13,124223,Northeast,$100M to $1B,20
19328,Seaway Bank and Trust Company (IL 2017),SEAWAY BANK AND TRUST COMPANY,CHICAGO,IL,2017-01-27,297809,Midwest,$100M to $1B,20
35495,Proficio Bank (UT 2017),PROFICIO BANK,COTTONWOOD HEIGHTS,UT,2017-03-03,68208,West,Under $100M,20
58302,First Nbc Bank (LA 2017),FIRST NBC BANK,NEW ORLEANS,LA,2017-04-28,3325870,South,$1B to $10B,20
30003,Guaranty Bank (WI 2017),GUARANTY BANK,MILWAUKEE,WI,2017-05-05,1031900,Midwest,$1B to $10B,20
1802,Fayette County Bank (IL 2017),FAYETTE COUNTY BANK,SAINT ELMO,IL,2017-05-26,34370,Midwest,Under $100M,20
17719,The Farmers and Merchants State Bank of Argonia (KS 2017),THE FARMERS AND MERCHANTS STATE BANK OF ARGONIA,ARGONIA,KS,2017-10-13,33012,Midwest,Under $100M,20
30570,Washington Federal Bank for Savings (IL 2017),WASHINGTON FEDERAL BANK FOR SAVINGS,CHICAGO,IL,2017-12-15,166345,Midwest,$100M to $1B,20
10716,Enloe State Bank (TX 2019),ENLOE STATE BANK,COOPER,TX,2019-05-31,36738,South,Under $100M,20
58112,Louisa Community Bank (KY 2019),LOUISA COMMUNITY BANK,LOUISA,KY,2019-10-25,28163,South,Under $100M,20
58317,Resolute Bank (OH 2019),RESOLUTE BANK,MAUMEE,OH,2019-10-25,23292,Midwest,Under $100M,20
21111,City National Bank of New Jersey (NJ 2019),CITY NATIONAL BANK OF NEW JERSEY,NEWARK,NJ,2019-11-01,120574,Northeast,$100M to $1B,20
18265,Ericson State Bank (NE 2020),ERICSON STATE BANK,ERICSON,NE,2020-02-14,100879,Midwest,$100M to $1B,20
14361,The First State Bank (WV 2020),THE FIRST STATE BANK,BARBOURSVILLE,WV,2020-04-03,151808,South,$100M to $1B,20
16748,First City Bank of Florida (FL 2020),FIRST CITY BANK OF FLORIDA,FORT WALTON BEACH,FL,2020-10-16,136566,South,$100M to $1B,20
15426,Almena State Bank (KS 2020),ALMENA STATE BANK,ALMENA,KS,2020-10-23,65733,Midwest,Under $100M,20
24735,Silicon Valley Bank (CA 2023),SILICON VALLEY BANK,SANTA CLARA,CA,2023-03-10,209026000,West,Over $10B,20
57053,Signature Bank (NY 2023),SIGNATURE BANK,NEW YORK,NY,2023-03-12,110363650,Northeast,Over $10B,20
59017,First Republic Bank (CA 2023),FIRST REPUBLIC BANK,SAN FRANCISCO,CA,2023-05-01,212638872,West,Over $10B,20
25851,Heartland Tri-State Bank (KS 2023),HEARTLAND TRI-STATE BANK,ELKHART,KS,2023-07-28,139446,Midwest,$100M to $1B,19
8758,Citizens Bank (IA 2023),CITIZENS BANK,SAC CITY,IA,2023-11-03,60448,Midwest,Under $100M,20
27332,Republic Bank (PA 2024),REPUBLIC BANK,PHILADELPHIA,PA,2024-04-26,5866190,Northeast,$1B to $10B,19
4134,First Nb of Lindsay (OK 2024),FIRST NB OF LINDSAY,LINDSAY,OK,2024-10-18,107850,South,$100M to $1B,20
28611,Pulaski Savings Bank (IL 2025),PULASKI SAVINGS BANK,CHICAGO,IL,2025-01-17,49466,Midwest,Under $100M,19
5520,Santa Anna National Bank (TX 2025),SANTA ANNA NATIONAL BANK,SANTA ANNA,TX,2025-06-27,76938,South,Under $100M,20
57488,Metropolitan Capital B&t (IL 2026),METROPOLITAN CAPITAL B&T,CHICAGO,IL,2026-01-30,261185,Midwest,$100M to $1B,20
25796,Community Bank and Trust - West Georgia (GA 2026),COMMUNITY BANK AND TRUST - WEST GEORGIA,LAGRANGE,GA,2026-05-01,305716,South,$100M to $1B,19
